"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" 0.422082470304099 0.387986734525071 0.324886340032438 0.411040108026341 0.225740001144774 0.248314228811088 0.21065397075438 0.384074491083719
"2" 0.458564251687468 0.466800936693054 0.375848600485182 0.350962665906696 0.474617922405985 0.459348761359693 0.522820577315266 0.362723766213702
"3" 0.389384915048239 0.363321885338969 0.281898929063228 0.265982810739126 0.45485031773916 0.417801793144312 0.402856104170243 0.390972470545358
"4" 0.398087814223101 0.436384926556467 0.304004517473667 0.321432538274449 0.429496493775657 0.359067624173328 0.451344385629185 0.36565188953756
"5" 0.436163883911834 0.440579911640493 0.330246083718283 0.332319341333494 0.402669444348465 0.381783264117006 0.243042344470115 0.387209122989117
"6" 0.483460543173954 0.483149131903795 0.424454382618794 0.392157297875155 0.50650246957852 0.46569309176781 0.692345547146771 0.470831087851955
"7" 0.282737611066301 0.445131545347434 0.280309305051313 0.276081642005974 0.433672890519443 0.382168293261257 0.205486447468847 0.429252906837521
"8" 0.443964656387626 0.417642717172185 0.320170873751855 0.345174305273886 0.373671339570342 0.409849531382954 0.556129401476632 0.485511653475686
"9" 0.466414270221699 0.469885544300973 0.338086020061934 0.35143866905976 0.491588566587561 0.462135498596552 0.347013352015744 0.438522241520165
"10" 0.510595245661021 0.518775517156435 0.391674705325156 0.502277800264389 0.502163489946921 0.518558231518377 0.302937118901315 0.421324764601565
"11" 0.424618910396026 0.500524481630769 0.359524955482837 0.352215054387458 0.370736482734284 0.406849242925014 0.38531043016601 0.507698115876475
"12" 0.415329853562802 0.365767581741862 0.41114607531506 0.408580656068711 0.263101429465468 0.302747252581964 0.609839117531076 0.404368835567533
"13" 0.395857067825748 0.395174892353032 0.337851152128983 0.387523125305457 0.358768469624638 0.329155019331037 0.18381959860798 0.406458057328024
"14" 0.396784849128339 0.388623874682899 0.205133238774538 0.267869791376418 0.302016211579611 0.25640260064223 0.469237370901725 0.377694391256677
"15" 0.505513402822177 0.467403582118435 0.343517057999912 0.4976408533013 0.441374134880682 0.63599548311144 0.463531708798397 0.457578930271676
"16" 0.373652198265658 0.406920785053471 0.314482294503908 0.301680139375283 0.402756177138031 0.379145220579514 0.496268361631232 0.338945651005556
"17" 0.48336044862144 0.404339183696077 0.359616946810167 0.462231941918684 0.357200288342469 0.297121781386097 0.397695071374235 0.489849015011017
"18" 0.392973679027609 0.369610717838638 0.367705641779058 0.396665197416892 0.336743020350229 0.288718130752009 0.33136929220098 0.410192152283568
"19" 0.475392366826933 0.463471814529708 0.47339248605841 0.483395049973201 0.410227341909481 0.54818234573563 0.627609603738705 0.423683934290133
"20" 0.450520259236899 0.32828315782649 0.484552117960238 0.440002489475218 0.283691009024292 0.388386657575155 0.257261499890828 0.495374461137667
"21" 0.444887827159628 0.391018268190222 0.304173852495022 0.431207869155554 0.462067389696493 0.289264129638893 0.633220752197655 0.439730722770106
"22" 0.447895810786913 0.505733500926814 0.420403665300231 0.393949426804805 0.460903488436475 0.457556935377648 0.392326247614922 0.430013092547949
"23" 0.445314785353501 0.433039580319228 0.391431892371041 0.314109070225728 0.514840593639249 0.3496539431407 0.552084826057853 0.397281170741882
"24" 0.428317856141119 0.403075121085447 0.425609233428021 0.447733877547216 0.287082653922647 0.309411376636369 0.472994916914634 0.479690088071793
"25" 0.432042519583622 0.409024854125317 0.363519121097196 0.316797505167089 0.429578090583877 0.37723164187294 0.482335971376426 0.393332552325283
"26" 0.452763150631287 0.369663680975995 0.318237687880784 0.245536551923764 0.430843544822063 0.524739797557297 0.432108945216144 0.465394464849258
"27" 0.461374625165569 0.482024050897203 0.321427732679495 0.323907951391663 0.488387021780051 0.434177080591937 0.549399027919933 0.453560081336652
"28" 0.420110174494828 0.383205590863761 0.302068971507363 0.378751088575017 0.314541980570932 0.279027430673462 0.453360886393541 0.370894755171484
"29" 0.43122180710296 0.47626402179044 0.397143452226494 0.413982202942721 0.434406678432272 0.435791017055668 0.536800672053847 0.451440957230279
"30" 0.399596318648047 0.408432605636708 0.340926295462421 0.367066798817995 0.195313834223928 0.274717797379142 0.190830760413586 0.392248674106255
"31" 0.342916187445531 0.237386861788246 0.30050388461173 0.400256387224077 0.185730315954935 0.158631483043092 0.277988237792136 0.347233264243739
"32" 0.397478342379234 0.281720874119861 0.33173728203626 0.425060710940354 0.267484133043366 0.226403722824988 0.450364412499637 0.421680176203921
"33" 0.399516967552733 0.323824215364969 0.321650669769015 0.400868032985239 0.292608048860475 0.252684063952439 0.475014470754763 0.375536109456601
"34" 0.429535240195382 0.453707723797419 0.395636425255112 0.437849394227063 0.40714745011558 0.524221743187404 0.235404862488683 0.458869774701355
