"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",46.6933007808419,46.606368961177,48.0683745475412,11.3302195094648,11.5289617340897,11.6575471630876,11.8565200529207,32.6268543284604,33.5715925485265,33.6953136804535,34.6568515918001,0.763433175935829,0.782625042939503,0.777530693050324,0.784044888817397,0.0131652878076072,0.0131509181257939,0.0128921794200741,0.0262376753759903,0.0252534683823676,0.025680838395065,0.0248821930839104,0.0154471662778909,0.0151757452946981,0.0151213342701901,0.0149411560283862,0.340853050505035,0.295048828161613,0.312132364959391,0.285949705427902
"2",46.6641664973548,46.7241617218257,48.156655057792,11.3127610649804,11.5661695914067,11.6040847352882,11.8644413990411,32.3626591996215,33.2550286673337,33.415914114021,34.3602005855173,0.759261546703603,0.773536385561439,0.771218825528129,0.789010785581517,0.0144756609567347,0.0143795850628491,0.0141449065189476,0.0282192123598534,0.0272938172659722,0.0275455525609743,0.0268236818948512,0.0157707020772348,0.0154130325050436,0.0153377556086382,0.0150478506501777,0.339907123957731,0.299953217178566,0.319882660617042,0.286732241296955
"3",46.7939425665791,46.8234966907893,48.5328514971493,11.2293958462068,11.4739930171076,11.5745775749963,11.8622685260073,32.242252048189,33.1242835697489,33.2584558191496,34.2227639008208,0.761066788610595,0.776206596555172,0.774983734866726,0.794781372355818,0.0163041467566125,0.0162182316401679,0.0158402426145918,0.0285650282939581,0.0280449975646467,0.0280284366141895,0.0273760324747969,0.017359840161055,0.0169536941833682,0.0171779844044869,0.0167661672718227,0.359691141908193,0.319164195752556,0.335180484936345,0.289210671892036
"4",46.8628880301381,47.0352807450867,48.7782623536839,11.2509954016024,11.4494818738377,11.652301279114,11.8920012447509,32.1981550044693,33.1292463799511,33.4367821602778,34.4580178832146,0.762163890089457,0.776414589113469,0.775467697563412,0.796270031689279,0.0149783022322806,0.0148859339681156,0.0145212843547797,0.0294543634398664,0.028596698353594,0.0281613375286527,0.027529878957516,0.0164739641731334,0.0162449252781292,0.0160948260820961,0.015898537365359,0.352126643585755,0.314959631791615,0.335551734674912,0.287299282112073
"5",46.9692580280324,47.1064837572273,48.81104742464,11.2830058897175,11.5291039231601,11.7248707194465,11.9614823108068,32.4984160806176,33.5381067370832,33.6858124673807,34.769750784775,0.760823068761577,0.776879871336027,0.774535519233719,0.793669934845416,0.0146600658569398,0.0145497137278871,0.0141994682770242,0.0279394671652829,0.0269414848530187,0.0269334600846288,0.0264132757751504,0.015800107392294,0.0155327231988894,0.0154166703260299,0.0151524307926497,0.353314623683463,0.317205211599815,0.331054495473289,0.290052534535195
"6",46.8525853297887,47.1751732645377,48.8111059640418,11.2663220185669,11.5606753361089,11.6784642309491,11.9772334861295,32.1988469580429,33.1741199078547,33.5647310865391,34.5489453750656,0.761036851716443,0.781773665536208,0.778945612773546,0.79416633858267,0.0138893906110802,0.0140896263940834,0.0137631468707476,0.0287470280940962,0.0272485621167635,0.0276975550321294,0.0268326974084294,0.0173747906659143,0.0167661157150898,0.0172078526110612,0.0166379245133924,0.358432563148661,0.301895508684042,0.330956164800268,0.293360523533937
"7",46.7966114244593,46.7220208830425,48.2672892767398,11.2956384848735,11.4888576142446,11.5914590318443,11.7937821347618,32.4991576470909,33.4538433712211,33.5478357778727,34.4889366356466,0.759303258170059,0.774797040664686,0.770575563516338,0.798965523776034,0.0140132219857165,0.013852776804773,0.0137504119374725,0.0291889382952158,0.0287745116838857,0.0286680917899802,0.0279953800879291,0.0164476888926641,0.0161306290539768,0.0162919790495414,0.0160041059528036,0.359702804041968,0.319640900522261,0.345153937822585,0.295216110787384
"8",46.8768900206704,46.9871677513254,48.7882493024239,11.3369309985613,11.6120212102459,11.6690728754064,11.971615262596,32.3997828465489,33.4568576926257,33.4647989487566,34.6150558656157,0.766547855064857,0.783051480040041,0.777608589811538,0.792385440662176,0.0142898964557676,0.0143064757596693,0.0139988336991979,0.0271235182434395,0.0266020998061901,0.0266909439312623,0.0261612173755339,0.0167589799054606,0.0162285308766493,0.0163750086585779,0.0159209060454665,0.341535829471749,0.303643000236394,0.326109555825231,0.289272067853903
"9",46.6420383390124,46.7855828843164,48.230471705207,11.2223355202542,11.4561254961109,11.6399539601585,11.8626937454515,32.2786026518057,33.1596864517213,33.4434941596561,34.386986760294,0.76065505810887,0.776634052681695,0.779492963821182,0.792244927136943,0.0139650184155243,0.0137845598649742,0.0137082484941458,0.0282801518743105,0.0275282542216342,0.0277974684214657,0.0270830739804414,0.0158839355706145,0.0155504959873352,0.0156432408248325,0.0152284018052868,0.369658986269333,0.31213077995469,0.332884601844302,0.289726474585801
"10",47.0712919032245,46.7134804986083,48.6634390978124,11.2240402011887,11.5093007285481,11.5692069926066,11.8401997173089,32.1375826003401,33.0980279368595,33.2483172631139,34.2508767749274,0.764982427589376,0.785176264425997,0.781169729096453,0.793742291118604,0.0137497774981645,0.0138840475165766,0.0134231694340642,0.0292760181167811,0.0282770126234804,0.0283405495435718,0.027911487836239,0.0169231229222477,0.016422198936199,0.0167543442217182,0.0161558059960928,0.36414755797423,0.309620919028998,0.325683839849366,0.291738423478757
