"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
"1" 0.448194147631251 0.375277217074737 0.392675279993377 0.288417643514745 0.393348051092217 0.407704987711781 0.327557980172169 0.341597842618931 0.383915267331924
"2" 0.4053816764297 0.380781741122289 0.45241517816288 0.339614825938321 0.382033559376786 0.43687180118914 0.425763620821166 0.482366753095586 0.399827353921247
"3" 0.467041124943293 0.393216996018427 0.370394081119653 0.261871479062592 0.373395860125711 0.483934325354505 0.357349377329208 0.289668297356984 0.366508904738811
"4" 0.41270689754985 0.387727514724078 0.397283062473446 0.292770582921527 0.35719570057129 0.416698945890605 0.390581625125061 0.46407839559788 0.371202509493114
"5" 0.450448839716151 0.40723110913552 0.426851322495818 0.299579710055948 0.363614570885327 0.448722439976571 0.391170634032078 0.329212482330076 0.4008356770893
"6" 0.464995786059275 0.443987113571915 0.425438598825383 0.341117695265027 0.414462945355782 0.443201645948599 0.437832951161724 0.49269092034049 0.42535365896827
"7" 0.405525197217964 0.404371870722673 0.436853631209313 0.272608129656816 0.371223742336991 0.441041148152543 0.362055422670008 0.268182087136685 0.375845586439975
"8" 0.488907479596407 0.424601439340613 0.423102682079034 0.288648575933546 0.341467982934478 0.518048538920035 0.418198834191158 0.351224877265833 0.373141151913875
"9" 0.331274110164522 0.461405641881752 0.385562685228448 0.369752626580252 0.460090248501641 0.344421453356376 0.518492542057725 0.491980835477867 0.39650785245486
"10" 0.502397626767464 0.472567721351321 0.494417842642206 0.36953365502799 0.465769784950055 0.489215455871621 0.505662413604202 0.352594458319267 0.445584892672328
"11" 0.452151598705131 0.376424465255041 0.436577508289159 0.329144488269175 0.433523678812649 0.482797048892234 0.452224392142653 0.333487759415459 0.384154756148261
"12" 0.460835699503736 0.373888323060279 0.390775809338455 0.270734387317564 0.372410873857413 0.429883757398452 0.384074408185778 0.547693967120513 0.354447027862702
"13" 0.419814413463415 0.366512693981246 0.373561457880159 0.236044460507522 0.295048971534411 0.425133706967375 0.415744638433582 0.22666318672111 0.353284841539302
"14" 0.430739350476761 0.396157977790762 0.425295215956091 0.234578934992443 0.346903373053383 0.438252854488801 0.43072754383852 0.254113379715701 0.381544870978479
"15" 0.455066671664927 0.405064976093584 0.428689934634478 0.294509361079935 0.468792245051911 0.416841249028734 0.361354295119355 0.649128873878114 0.480449441890038
"16" 0.295868556147784 0.373402297430047 0.333773713045201 0.233645400652522 0.357498267572756 0.350738737653091 0.370978111209636 0.43265730866888 0.347643916036455
"17" 0.469470547253847 0.367289765541386 0.344868170626619 0.28263653781017 0.424047038112807 0.37457881370999 0.32716116466 0.295614841082774 0.449769379802393
"18" 0.382513913704012 0.317482455525851 0.429250977813328 0.309025849060787 0.411958795877438 0.395172162502032 0.360118636524304 0.365696975428564 0.397559879455461
"19" 0.354403450862475 0.420781142535503 0.439108386406588 0.338543594366323 0.450260433763312 0.341648210585432 0.442784196560799 0.408134353948026 0.381597627163889
"20" 0.474326741919521 0.372533427234433 0.44875596075424 0.434347557846208 0.497989409758222 0.416262108516362 0.469623709563681 0.334180237184804 0.421225307760259
"21" 0.463288159267094 0.413214832072036 0.390171003928132 0.382563028105247 0.432427267831316 0.423208244466385 0.393527774899438 0.450134427848419 0.41083070249348
"22" 0.437996902211495 0.442493871693672 0.446520285242972 0.379441742888406 0.456152605211391 0.431882197361672 0.413310129435625 0.560095108009487 0.396792658103349
"23" 0.513048361892694 0.433769004273435 0.464103963525082 0.381270850498451 0.413125307915596 0.543290514099429 0.392749768003163 0.44105990196243 0.40247510617122
"24" 0.403208719488694 0.36702150043663 0.410457749248502 0.342889248066667 0.405998727000509 0.363376164561929 0.356955962917275 0.530011121688035 0.394346739560741
"25" 0.452848988230095 0.437851320039342 0.445612949491406 0.371031657849983 0.423931078887142 0.368608391633481 0.417580937204083 0.545168609022111 0.41357991905846
"26" 0.493247371658111 0.45369494944331 0.478346765492167 0.309417684059374 0.366666964632549 0.533856870666263 0.53983553753493 0.424163758798636 0.381760496625791
"27" 0.320154773989944 0.424180744614828 0.328648015820505 0.281068584945277 0.460892181086467 0.290551387538478 0.414661566386355 0.537442228876552 0.41233472916397
"28" 0.449513615489814 0.393989632500104 0.326560652198468 0.326641183076371 0.3859623177745 0.420031312406942 0.306936238258319 0.476996132417409 0.365290779891182
"29" 0.468814663212095 0.421116302401332 0.426157268810533 0.386079879481455 0.415331740965519 0.478999832049973 0.436666630731098 0.478920096615567 0.399560151652233
"30" 0.441317691424879 0.401871807608994 0.390572991307322 0.390693181020281 0.409987451476862 0.477728510130905 0.422077093629193 0.417160099624454 0.437888435327808
"31" 0.297548714532289 0.361463661073059 0.267179516872249 0.292990915603894 0.372248379978584 0.207116269010766 0.167172937143749 0.382985256110991 0.365071996473145
"32" 0.429818986931152 0.38145909650327 0.326208414803252 0.302707837682658 0.386057731744315 0.379937222524177 0.29652639706228 0.430696659929637 0.359805095802014
"33" 0.384759919220946 0.354064369238627 0.269051330511798 0.304641415068548 0.370813565093252 0.41934314501038 0.279361130622668 0.290910903440084 0.387765858408178
"34" 0.479778319335885 0.430310408334645 0.439424540675381 0.362576126581166 0.430360833561573 0.491112432754742 0.47814379725907 0.267832389121921 0.465678837395528
